elapsed_ms,cpu_percent,cpu_time_seconds,memory_bytes,disk_read_bytes,disk_write_bytes,network_rx_bytes,network_tx_bytes,process_count,thread_count,gpu_percent,vram_bytes,phase,scenario,target_count,fault_injection
5848.474211,0.368555541724306,0.105438,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_1000ms,0,False
5958.740336,0.3573173538110562,0.105832,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_1000ms,0,False
6066.872419,0.4365031976679855,0.106304,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_1000ms,0,False
6176.197169,0.5652882810159707,0.106922,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_1000ms,0,False
6283.660586,0.31452563992078447,0.10726,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_1000ms,0,False
6392.813628,0.3261475754381715,0.107616,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_1000ms,0,False
6500.347503,0.31896925503707185,0.107959,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_1000ms,1,False
6603.526711,1.059321951763767,0.109052,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
6713.082628,0.20720012776672297,0.109279,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
6818.610961,0.16867507989536573,0.109457,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
6929.769628,0.15203492859445902,0.109626,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7038.337003,0.15750588056495288,0.109797,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7140.613212,0.16817205260315388,0.109969,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7251.62292,0.20808990867718433,0.1102,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7361.031045,0.17548970883103768,0.110392,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7463.067795,0.1871874594202547,0.110583,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7566.027462,0.16802696147025475,0.110756,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7677.767045,0.1861471059901842,0.110964,16281600,10149888,0,,,1,,,,delivery,resource_stress,8,False
7787.882545,0.48312907810435834,0.111496,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
7898.767837,0.18307207055017607,0.111699,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8006.727879,0.16024447267257694,0.111872,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8114.195337,0.1563263923112441,0.11204,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8226.28342,0.15523505741461704,0.112214,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8329.694087,0.678846796336792,0.112916,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8437.807254,0.1960908239789182,0.113128,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8546.237962,0.15862665030278286,0.1133,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8654.766962,0.2589169715007081,0.113581,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8764.585754,0.17028051082549944,0.113768,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
8867.517671,0.20304683531736892,0.113977,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
8975.972046,0.20377232361534423,0.114198,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
9083.689629,0.16060516322577204,0.114371,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
9193.205338,0.12144376474793606,0.114504,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
9295.150963,0.21776314579463316,0.114726,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
9396.555504,0.1706037996858607,0.114899,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
9504.499213,0.1760176686165154,0.115089,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
9615.724129,0.1546416092595705,0.115261,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
9718.797879,0.17366206235826154,0.11544,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
9825.68488,0.13659284911548164,0.115586,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
9934.457588,0.3153364536994059,0.115929,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
10040.20613,0.17872586839069113,0.116118,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
10141.629463,0.7108817849636231,0.116839,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
10244.883255,0.2101617730417058,0.117056,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
10347.698588,0.18090686921181845,0.117242,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
10457.536296,0.15568423915036944,0.117413,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
10560.669797,0.16677413093926832,0.117585,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
10663.489713,0.17311821184527273,0.117763,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
10765.689297,0.17123357371004036,0.117938,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
10872.836338,0.15866047108104786,0.118108,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
10979.572047,0.173325311400696,0.118293,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
11085.93988,0.2181110524269212,0.118525,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
11196.567464,0.17717100284860948,0.118721,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
11304.862589,0.17914010441376158,0.118915,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
11407.39938,0.18139830414625685,0.119101,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
11510.031797,0.1675883751232376,0.119273,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
11612.76288,0.16158692690896626,0.119439,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
11717.670214,0.1591881078590754,0.119606,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
11823.202422,0.14782217008099507,0.119762,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
11929.780256,0.3302750551301362,0.120114,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
12037.776589,0.3453820973717675,0.120487,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
12141.809922,0.18936238445806858,0.120684,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
12246.512631,0.2540526434707647,0.12095,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
12354.497381,0.17132048738363945,0.121135,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
12464.151131,0.16688895728599226,0.121318,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
12571.23963,0.17835715486124296,0.121509,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
12681.633297,0.16758207696822927,0.121694,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
12791.602297,0.20187507388445833,0.121916,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
12895.35138,0.12915776807396853,0.12205,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
13006.576172,0.20319210846444208,0.122276,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
13109.60863,0.5134304376199602,0.122805,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
13227.534089,0.15009481540368363,0.122982,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
13330.007547,0.4352346536407524,0.123428,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
13433.861297,0.22627974435203263,0.123663,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
13543.222422,0.18745235109826341,0.123868,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
13647.507422,0.19945342091384172,0.124076,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
13758.532547,0.15401919160189245,0.124247,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
13870.495047,0.29116891816457013,0.124573,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
13982.129464,0.15407434787785168,0.124745,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
14086.036673,0.16938189534088005,0.124921,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
14188.470839,0.09079002019695459,0.125014,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
14290.634964,0.3151791296602567,0.125336,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
14402.697548,0.2846623633094039,0.125655,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
14512.811673,0.16074232075132094,0.125832,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
14619.390756,0.16044424026429696,0.126003,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
14720.667506,0.16489470683054153,0.12617,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
14832.147506,0.2987082884822389,0.126503,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
14942.352048,0.15516601847499578,0.126674,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
15054.49834,0.15426279096234294,0.126847,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
15156.555965,0.0940645052243894,0.126943,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
15267.584173,0.08556384157799948,0.127038,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
15371.20009,0.17468358649954013,0.127219,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
15476.045965,0.2470292703456471,0.127478,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
15587.743048,0.1548831852663321,0.127651,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
15692.345757,0.16443168790208434,0.127823,16281600,10149888,0,,,1,,,,delivery,track_id_churn,0,False
15804.892548,0.19547425390387005,0.128043,16281600,10149888,0,,,1,,,,delivery,track_id_churn,1,False
15907.277298,0.7569486666715481,0.128818,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_250ms,1,False
16013.941507,0.3271950387782053,0.129167,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_250ms,0,False
16116.016715,0.40068495378426533,0.129576,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_250ms,0,False
16226.12984,0.40412984374024524,0.130021,16281600,10149888,0,,,1,,,,delivery,occlusion_gap_250ms,1,False
16331.774257,1.2684058827263989,0.131361,16543744,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
16441.197715,1.0555323521214157,0.132516,16691200,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
16544.945799,1.0101391366417845,0.133564,16691200,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
16647.144382,0.6731991577613381,0.134252,16695296,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
16752.827257,0.8563355226662686,0.135157,16695296,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
16856.716007,0.9134771570550281,0.136106,16695296,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
16963.621591,0.6940703864449145,0.136848,16695296,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17065.876257,1.1256210058913234,0.137999,16695296,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17167.624632,0.7734767262867659,0.138786,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17270.884591,1.0187879311476362,0.139838,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17377.524632,0.7820702169459981,0.140672,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17480.278758,0.9313494623077359,0.141629,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17584.071466,0.7909996914233979,0.14245,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17687.811174,0.8058630741470791,0.143286,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
17790.859716,0.7908894043352988,0.144101,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
17895.854383,1.242920271369593,0.145406,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
17998.640591,0.5448201766524988,0.145966,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18101.782758,1.0907275198125197,0.147091,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18210.014591,0.7354583008863863,0.147887,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18317.190925,0.9694304341479082,0.148926,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18427.892633,0.8030589735797039,0.149815,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18534.59355,1.119015687559649,0.151009,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18641.00005,0.6569147561474207,0.151708,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18744.291841,0.8190389495714967,0.152554,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18846.806508,0.5726009918171067,0.153141,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
18952.099175,0.34950202182646506,0.153509,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
19063.396425,0.6963334673588053,0.154284,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
19171.197675,0.7625143493233978,0.155106,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
19274.6838,1.0213929645157767,0.156163,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
19384.839675,0.710810930420194,0.156946,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
19488.838717,0.7576992872684452,0.157734,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,3,False
19591.78455,0.7440806273333948,0.1585,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
19697.0668,0.7627116631720905,0.159303,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
19806.435384,0.9554846207024043,0.160348,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
19911.067884,0.7531120827658815,0.161136,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20013.096634,0.7938938779510728,0.161946,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20119.574425,0.6592924152605498,0.162648,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20221.338342,0.38815329799068804,0.163043,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20323.100676,0.6849292587962882,0.16374,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20427.255551,0.8506562942925119,0.164626,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20537.854842,1.0244188635892748,0.165759,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20646.567592,0.6558568337200735,0.166472,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20751.396134,0.788907280614467,0.167299,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20860.329801,0.7197040378710532,0.168083,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
20971.233509,1.0648877492896698,0.169264,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
21074.385384,0.8240276776355151,0.170114,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
21178.217843,0.810921756172614,0.170956,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
21287.967259,0.8464737525346041,0.171885,16699392,10149888,0,,,1,,,,delivery,real_full_frame_loading,2,False
21396.393759,0.7931640327779645,0.172745,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
21505.889634,0.1616499251683981,0.172922,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
21615.558551,0.16960138304276268,0.173108,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
21725.630635,0.33523486300121336,0.173477,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
21831.087176,0.16120384604687868,0.173647,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
21933.708135,0.17053046639333053,0.173822,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
22042.711843,0.16788419711372454,0.174005,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
22151.645218,0.15055073800843635,0.174169,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
22255.571885,0.2646096598094476,0.174444,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
22358.590593,0.2562641340833106,0.174708,16281600,10149888,0,,,1,,,,delivery,false_detection,0,False
22474.257552,0.2930828327560734,0.175047,16281600,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
22585.108218,1.3414443536135257,0.176534,17104896,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,21,False
22691.319052,0.6044581101773513,0.177176,17240064,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,21,False
22794.436385,0.6933848841881833,0.177891,17068032,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,21,False
22895.673468,0.7734320041599834,0.178674,17055744,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,20,False
23003.760094,0.5486340187915665,0.179267,17072128,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
23111.72251,0.7882372695327516,0.180118,17403904,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,23,False
23218.03176,0.8842128036835895,0.181058,17391616,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,24,False
23329.126135,0.8866335491783573,0.182043,17342464,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
23434.09026,0.7621651683372724,0.182843,17342464,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
23536.12026,0.7586004116436312,0.183617,17342464,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,23,False
23652.436844,0.7127100637687197,0.184446,17248256,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,23,False
23769.280177,0.9996291358788973,0.185614,17494016,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
23880.593677,0.8130190857353234,0.186519,17256448,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
23987.419011,0.6608919191397166,0.187225,17350656,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,21,False
24096.324177,0.4655426538719086,0.187732,17256448,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
24197.417011,0.8536707953008841,0.188595,17088512,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,23,False
24298.341511,0.9303984661801598,0.189534,17244160,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,23,False
24404.601886,0.4950104872112475,0.19006,17342464,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
24514.861511,1.032109441692732,0.191198,17235968,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,22,False
24626.431594,1.240475907865011,0.192582,17510400,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,23,False
24729.266303,0.6991802738509207,0.193301,17518592,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,25,False
24834.960636,1.0322218505319567,0.194392,17104896,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,25,False
24937.278928,0.9920024857334289,0.195407,17498112,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,25,False
25049.532969,0.4908509262486114,0.195958,17240064,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,27,False
25150.707511,0.869784021359859,0.196838,16973824,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,27,False
25252.640928,1.0781547723451563,0.197937,17100800,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,27,False
25369.682928,0.5938039336306635,0.198632,17334272,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,27,False
25472.23572,1.3651505460719047,0.200032,17342464,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,28,False
25576.540053,0.6912464509024754,0.200753,17354752,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,28,False
25679.578261,0.9947766172331198,0.201778,16547840,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,28,False
25782.253553,1.0577033469746313,0.202864,17039360,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,29,False
25887.751553,0.5677832755123474,0.203463,17039360,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,30,False
25989.674512,1.0321521375767724,0.204515,16539648,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,30,False
26098.58047,0.6748942055125998,0.20525,17170432,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,30,False
26202.32897,1.0891723735765046,0.20638,16543744,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,30,False
26303.771762,1.1444874269627707,0.207541,17063936,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,31,False
26411.234095,0.7230440455819994,0.208318,17190912,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,31,False
26512.460929,0.9720742624430839,0.209302,17313792,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,32,False
26614.023512,0.49526113371890457,0.209805,17178624,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,32,False
26719.566845,0.9569529133593033,0.210815,17592320,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,32,False
26820.93797,1.2232280148809547,0.212055,16945152,10149888,0,,,1,,,,delivery,motchallenge-source-mot17-13,31,False
